"","EEF1A1","COL1A1","ACTB","FN1","COL1A2","COL3A1","ACTG1","FTH1","TPT1","SPARC","UBC","B2M","EEF2","GAPDH","RPL3","AHNAK","XBP1","HSP90AB1","HSP90AA1","RPS4X","RPLP0","PSAP","PABPC1","RPL13A","EEF1G","RPS18","RPL41","RPS6","FTL","CD74","RPL10","HSPA8","RPS3A","RPL7","MGP","RPL4","GNAS","MYH9","TMSL3","RPS2","YWHAZ","TMBIM6","HLA-B","ALDOA","ADAM6","APP","PTMA","RPL8","RPL7A","CD24","GLUL","EIF4G2","COL6A3","PPIA","RPL15","VIM","POSTN","RPS24","RPLP1","GNB2L1","HNRNPA1","RPL9","CANX","TUBB","HLA-C","KRT8","RPS11","HSP90B1","PKM2","P4HB","C4A","RPS3","H3F3A","RPL6","RPL19","ANXA2","ITGB1","RPS8","CTSB","CALR","TUBA1B","HLA-A","RPL5","CTSD","RPL23A","FLNA","HSPA5","HNRNPA2B1","TIMP3","NPM1","RPS27","HNRNPK","TPM4","CSDE1","CLTC","JUP","PDIA3","RPL32","TMSB10","RPL30","DSP","NACA","ENO1","CFL1","RPSA","HDLBP","RPL12","MYL6","RPL11","RPL27A","KRT18","RPS12","AZGP1","RPL13","RPS20","HNRNPU","LDHA","DHCR24","IGFBP5","H3F3B","NCL","RPS23","UBB","ATP1A1","CALM2","SLC39A6","A2M","KRT19","RPL26","RPL29","TAGLN2","EIF4B","DDX5","RPS27A","PTPRF","APLP2","LOC647979","THBS1","HNRNPC","DCN","RPL23","SRRM2","LUM","IGFBP4","PCBP2","FLNB","RPS15A","RPL10A","RHOA","RPS14","SCD","ARF1","COL6A2","RPS7","RPS17","RPL39","ADAR","RPL21","CD59","BGN","EIF4A1","NUCKS1","RPL17","TPM3","HLA-DRA","RPL31","FASN","MAGED2","TXNIP","ATP5B","YWHAE","RPL37","RPL22","RPL14","AEBP1","RPL37A","HMGB1","CTNNB1","DSTN","GANAB","CD164","ITM2B","DDX17","COL6A1","CDH1","DYNC1H1","RPL24","CTNNA1","RPS10","CLU","RPL18A","RPS19","SERPINA3","BTF3","EIF1","RPS25","CD63","RPS9","SET","GATA3"
"TCGA-BH-A0B7-11A-34R-A115-07",1708568,77541,263843,21969,81969,121770,211627,183279,265669,75266,215271,120458,369926,124929,395514,390709,167717,150750,132653,235725,213800,108525,144471,228616,255295,224885,151532,243250,61677,84111,184407,76686,222716,170609,309249,209189,90988,145427,59941,137021,64267,96773,68989,50705,263736,179334,108708,110970,156782,98668,68662,83878,37652,64619,141086,87654,48434,121729,112667,158547,138497,151264,93996,64514,49006,43316,104373,79247,53593,61270,53801,125673,52735,121486,95451,56852,74916,135380,47008,52263,42647,44010,142781,34560,87257,108941,52791,74306,70873,75238,66570,65233,58193,91477,43578,60351,46780,97124,33851,68097,97743,106354,82300,33122,80935,68010,119495,48711,113468,81706,40032,92893,192612,116091,67582,54131,30852,47252,81995,91751,72551,83491,47421,84292,46100,86556,114947,45809,96042,92432,28535,108319,82313,95983,84855,69984,63189,43048,52287,94498,75349,101558,25188,66048,64002,95845,69987,95684,42304,81326,36211,33144,30949,78059,77968,61864,34810,84505,93952,4733,61882,51453,82537,19681,36031,71324,164936,49071,158753,45671,50347,60958,81242,76767,13869,59973,52365,97637,46570,47614,54083,59891,106104,28969,62346,58210,55429,47051,54922,77338,63962,66484,85635,60712,44195,67055,27800,82935,42168,11255
"TCGA-BH-A0B7-01A-12R-A115-07",889530,388403,534911,662499,342533,423907,255060,271048,136968,213952,237596,204770,130276,78426,110316,218967,104646,104970,106509,93764,60127,185660,87614,94470,103989,95516,115361,61152,150036,154566,80170,179314,114299,81894,82509,95361,232170,114192,243664,77770,66023,120714,84132,74661,272426,317899,119918,40917,66636,215760,62667,117009,140723,83673,72514,94020,131285,67585,58290,88352,61760,80191,142207,74332,60029,40279,70593,70518,88932,91206,25336,53625,99148,58142,75296,93655,134548,63247,87106,61700,55948,61897,39082,151811,49943,59461,61644,72394,74236,73061,55469,52625,44760,90368,78474,50604,79462,54007,158712,31286,47995,60970,89128,64997,39144,102536,50115,59182,60610,51253,32176,50175,62589,49694,32703,53735,67260,93128,43380,42562,68031,30610,62080,83502,84280,32641,88780,44446,43850,47189,117962,41913,54780,43856,72194,115244,44474,103343,42526,76705,60346,35668,67488,39296,37931,28462,39864,36361,61032,52258,70895,62636,63373,43493,44306,43565,43078,41117,78314,48654,48655,36949,37732,53748,73283,40079,63574,55239,64128,61129,50425,57300,48793,34702,58582,50462,31710,42544,39850,52006,68788,32939,24272,62459,76375,49697,39366,51662,42909,22110,31395,27932,4714,25820,37365,43722,59056,29547,38543,13269
"TCGA-BH-A0B8-11A-41R-A089-07",1365352,96832,301647,79882,162320,169834,115728,269685,376063,512025,266205,166770,306357,72798,143887,1008009,11571,107134,111455,117533,92134,171981,96246,110157,117633,110853,104683,125297,362337,103084,117947,105480,112155,112215,54955,150764,114785,160265,108813,50811,88837,93797,76559,95678,11353,65976,68423,57497,85614,3933,206769,107532,87517,50981,90730,552316,13213,66943,63490,78894,53301,116309,64935,68304,60135,3216,92471,56928,22639,55939,6733,54011,31211,73462,66789,155692,240344,67598,87794,41474,46184,53104,77376,49425,58463,237767,35640,44981,338638,39402,54396,50602,44924,176935,55212,12261,30945,70259,44964,56410,6030,69558,66475,41964,38292,91395,45460,130210,77720,59577,1985,62974,19757,65051,115982,38806,83862,12917,123781,36099,49987,64898,67122,23731,51777,9965,144464,2165,65539,59083,28290,87526,43562,48609,102807,64071,69090,28849,29625,164505,71730,62503,32556,49507,69332,37676,52039,43412,91460,59238,394531,32035,89989,51448,53312,48983,23000,52220,70953,17323,37419,40245,37445,20288,42313,55907,430024,11580,223481,88690,53179,42155,54926,40932,46600,55691,43145,33622,45554,37215,76421,88350,34446,82798,1786,72783,41898,54241,35207,99305,37235,22286,1767,40370,88006,66713,77364,44039,18801,2188
"TCGA-BH-A0B8-01A-21R-A056-07",1115926,383259,239725,448946,276081,227935,391733,177713,236092,174101,146388,104079,593821,196671,445347,220192,288702,241312,186257,340754,292080,126771,211666,284703,296069,332072,356535,156810,119897,73832,245223,188694,148285,157491,86544,112537,99634,162596,44275,220716,85979,125413,44582,202685,27396,62671,138249,222673,121789,119253,60363,87992,75606,101584,102259,55943,59058,223933,191155,254037,127367,96702,126868,104795,50424,52374,171593,91193,53453,85606,137433,217464,62327,107679,147194,52360,64304,96605,57176,79672,93009,29854,77917,36194,165715,49294,63881,74219,148140,109825,149223,66574,67869,74665,66967,95620,54646,78376,30881,117188,82716,98496,41801,64177,74189,81319,101578,68322,88653,71017,96118,63140,78271,114535,72854,64329,89400,79644,359472,48245,94747,120574,77801,80148,42299,747461,44926,98852,204748,85220,38315,117914,50391,76731,46078,36942,64834,125168,59310,40100,113414,68875,43724,27571,80983,84089,102147,111709,32608,93746,53760,49246,44021,68450,74560,95639,66810,55676,50423,43744,80080,36490,138715,42867,32835,90083,52554,143925,31218,67426,67902,91209,52992,68121,43611,98876,32235,29998,39844,57395,14773,24472,47643,38340,47853,52792,47627,56682,101029,23988,117325,91399,180503,147144,63423,58779,32641,80181,31353,100642
"TCGA-BH-A0BA-01A-11R-A056-07",800941,406589,380124,204625,317114,343425,202620,148277,217394,222702,202808,146846,243087,124481,147124,247928,180032,163839,203222,128288,140857,110749,126589,130054,96875,148683,156068,119983,110736,108695,118746,96958,105303,88363,114034,85151,110778,130391,84575,127074,105404,205377,114629,135830,770470,151986,85874,87658,110599,68898,129453,101180,117958,73953,94093,91248,65557,64958,80671,94434,85349,79972,95112,53675,184587,92841,82153,106361,41175,86774,239012,62437,113514,85818,60567,48150,77445,62990,71297,92854,62230,60115,55561,87209,49697,73470,61433,88577,63312,55663,79625,88896,106597,67752,61770,47326,67348,61791,48635,57635,111249,71802,30950,48859,58505,63756,50533,82405,54416,48425,85677,42451,147053,72681,53407,83251,35089,71192,266926,50620,45929,65676,59853,73981,43569,49871,88255,19612,45799,61368,71952,58590,50464,42102,72676,92797,87076,46528,69122,60443,38530,110076,58986,46670,60128,74577,61319,52756,54388,59033,143350,97627,59437,39301,41944,45954,66470,39732,42661,56036,33620,73667,39670,57636,48746,42059,183730,62048,456700,59107,46641,47794,44200,52403,66548,36330,48430,58998,73860,52520,113016,62372,59736,37586,93440,65941,41313,59083,57671,355751,58348,52203,27376,62580,40307,39077,52793,47180,43852,76331
"TCGA-BH-A0BC-11A-22R-A089-07",1896459,187956,418397,73645,229598,185222,276785,251444,350709,254377,336729,171937,360005,158316,404675,478580,99038,145656,149384,258551,226019,151503,151811,261796,256824,250562,234575,268457,171700,188440,216503,112804,229714,178733,660016,232311,105703,219575,146939,157272,79454,92389,98459,73372,182403,178262,118647,119539,177791,83222,83954,86620,57545,75252,157000,244131,17016,151743,127781,164773,124113,190031,80259,67421,68023,60507,152021,67636,68526,60994,59835,140317,45634,145803,123951,119010,110096,155528,72511,53982,65026,73890,165329,44999,101361,169664,54722,52992,148573,77091,111171,69317,87487,104458,40800,64104,47229,125772,73756,82792,75645,117636,91627,53173,91145,63370,120767,94696,144985,114845,39960,114832,75232,139992,102723,48480,55135,34373,75585,74884,73301,113985,62717,89252,49752,33684,171129,48575,132801,94584,62290,87299,69945,114401,65207,72985,51367,34597,47252,356825,93560,64368,40316,120588,68678,55109,93336,115468,65955,105469,120740,35776,95016,98059,102380,78945,29751,117858,119120,11997,66336,42927,104060,29038,75948,93770,32694,31462,190967,50011,54322,86875,86791,75994,41108,85245,46265,64702,54273,39133,32789,64897,51768,52200,39940,53622,77251,57208,71301,112369,79885,78512,77960,63374,64518,102175,55443,76428,38457,17319
"TCGA-BH-A0BC-01A-22R-A084-07",2251959,1223425,1009548,521007,838161,739072,430743,456648,294435,535109,374153,478453,429384,319765,460911,177962,346934,184280,168922,250356,410748,408404,162630,317102,335371,367068,331061,262405,392282,499377,336329,141432,323486,167561,431559,212594,193562,322207,224871,307818,119719,192393,301133,214646,343467,80488,228188,207871,239584,9732,268017,99479,168736,146843,185373,184942,176136,189068,323081,231715,187275,204828,145227,238374,237805,96286,219178,81562,233515,124609,407560,313518,174063,143388,117111,191071,94171,157825,186858,116572,187794,260352,127360,242069,91746,196485,124574,108367,102862,105811,166447,131137,131984,97385,174317,77401,95251,166092,128867,98135,133648,115589,153177,153265,177724,131512,141074,154631,145229,95619,82605,156488,146175,142394,97739,105813,142722,111739,180924,56238,105344,118360,105496,114385,77517,338079,165701,70297,84033,99056,93663,50365,51311,95601,102133,58127,65601,122494,86816,62687,64209,64967,95089,131251,120022,51877,95211,109359,85828,161955,28003,96039,182350,95397,90348,111675,88345,67479,37978,158503,75322,56712,106491,111377,177860,126799,17948,239062,55533,77247,60633,100455,86270,104429,127370,103773,64799,79020,71182,93175,67454,72221,48557,155794,77846,63982,112336,74258,130939,31004,107752,105970,516848,117962,51296,55525,95499,102471,66663,78574
"TCGA-BH-A0BD-01A-11R-A034-07",1590922,965243,704733,504335,676824,722164,606898,276072,305325,379581,308559,646811,321445,350156,255821,171226,383956,246061,210150,176627,215281,410436,197178,186291,106068,165940,207408,159243,236661,278771,160402,191386,140064,156702,117930,154290,162343,251406,282366,154027,174065,181437,381455,135482,230389,157018,205091,163797,126830,76810,527918,141889,214505,127066,112646,111630,156587,108299,155413,121063,131394,103823,115988,161995,295796,219528,109811,136523,171483,124210,914070,784282,234657,93486,100515,198408,93906,98694,179138,115510,178896,541910,60905,1293711,79226,179583,106389,118934,86746,93363,149556,111343,88574,227047,85858,89284,116493,80159,118953,95743,98897,71320,148708,78496,98056,126139,92461,127477,88206,72365,115315,62572,102107,92505,86056,103697,75418,165036,50920,76125,116694,83588,132214,288153,116137,77499,90973,64814,69148,77922,248248,66178,59342,66980,100024,50785,56242,177524,86885,59519,69725,75496,86199,148654,82082,67025,55000,78964,94596,75408,52626,133672,108495,60069,74634,64137,204290,68796,181440,99093,87852,181115,42428,182070,82661,71724,97525,73025,42973,60716,106579,54479,62348,62079,111663,64501,69844,82954,41474,51943,29779,61113,57323,121970,85949,89641,55021,76466,63893,678870,70578,61452,423810,51417,58503,31886,93585,76569,58607,100686
"TCGA-BH-A0BF-01A-21R-A12P-07",669162,1948539,463320,1797321,1609991,1469148,321580,267172,180255,652203,149803,447367,155694,161471,133398,109438,90191,124102,74690,94420,165211,218820,156579,140390,126439,152995,113844,79263,210373,362918,110789,102249,85690,75180,15803,92876,115331,137601,181381,113165,89281,80131,237081,81671,2343249,104549,98796,91235,84815,273783,83545,88921,243310,75065,74468,106535,252567,90268,79368,61841,74847,60842,52749,73763,139680,170198,86931,74121,83205,88350,61756,80738,49184,62151,76673,60837,99103,54412,121074,71578,52933,187765,46777,70603,80660,82432,49319,54673,65737,38752,67503,46399,81057,41031,68436,43732,54652,63333,82154,65093,64280,54203,65210,62273,78694,67793,66616,62899,52758,48567,107623,98977,31964,50133,44469,63953,51136,72336,66269,55535,61436,47951,38073,41942,46076,31770,69637,40860,45605,39475,53452,37593,57967,50739,35126,57213,50426,84791,38369,154166,46111,52743,212533,45385,47393,39379,45164,52697,45102,38239,70678,49006,109969,42804,44616,48080,74544,46699,44938,111822,42131,42085,40809,50135,126864,39713,63718,30877,49221,38683,44198,47188,36158,44445,145482,50913,45572,34790,49326,41194,52873,47600,35143,116593,21166,25373,31975,33556,41696,108562,41400,64227,8525,22811,27614,45301,39484,34372,32929,32014
"TCGA-BH-A0BG-01A-11R-A115-07",1632252,173355,462613,179725,143141,122235,515241,256488,225699,99445,186550,435608,151848,229435,204453,144500,19247,178427,140137,162096,177438,134491,227875,225991,284703,196774,98904,264818,110139,460191,163592,97142,203731,172508,480478,129199,121283,156105,122995,138815,171599,44737,409235,64731,142419,129959,258542,141034,81416,168400,70329,96423,42345,83223,78928,280168,42218,123072,84681,78521,86844,97490,80819,97462,291999,21820,132299,102008,57155,113434,35464,114263,112037,106003,86714,120180,90152,104086,70092,88839,55616,282289,119900,43155,97638,112634,66668,65854,20149,72875,90009,77026,47641,100973,47825,67934,80072,56360,106790,74690,90950,71625,161667,81931,69791,80763,68202,43133,90494,137784,15963,131211,10981,112622,90551,59440,73536,13860,36971,83201,102099,62808,69129,101295,71272,8676,224879,61564,82881,47271,57729,40142,63315,108565,53856,37253,46638,35539,49657,21355,60162,33089,29627,15810,37792,23175,73258,71993,43056,53757,27393,52995,29059,78370,92110,88717,51660,64626,241143,33797,70099,49638,41660,49825,191531,77888,11795,17419,79503,37167,62099,51378,65770,43900,32466,73446,66233,75508,47864,47167,36555,48051,38391,25759,38830,49010,81633,40272,62088,87767,41060,80926,27465,30003,44304,53865,32908,56062,40946,1892
"TCGA-BH-A0BJ-11A-23R-A089-07",2230500,383868,359827,96821,340806,463083,298716,262979,409472,130754,220756,151226,435739,206826,431436,380181,92973,161264,178926,312021,276172,128665,198826,278383,303377,286252,275297,290503,88620,129324,241134,146844,269994,206371,392221,262945,167238,190455,99643,190632,69932,92789,83589,56429,127643,255237,110356,120124,202709,137217,50344,106483,97565,83395,176412,204827,90201,190068,139233,214671,117316,196890,91328,66749,78117,63883,164095,86084,63571,66827,82512,170812,50641,162038,139351,75281,91889,167041,51577,55977,46406,69814,186470,34768,124071,147304,61999,63499,80226,89982,122224,76514,96973,100986,45787,66953,52332,133998,61228,93496,91868,147945,108922,44175,89807,71054,138447,73001,163203,125166,53478,112149,86569,141560,105070,58016,37955,31031,74603,78206,81110,94661,59994,117674,41441,31918,159329,50624,145499,108755,40891,110425,79710,116184,85089,89369,57139,55107,54279,234570,106415,81217,59066,91689,82379,59658,113964,129402,49560,106519,10589,33135,90995,107209,107400,87073,38371,121917,139763,11219,70618,49639,116929,24392,51890,98035,22510,37101,101434,51856,56102,95245,103311,105891,36526,93269,45811,100303,50730,49085,33495,61749,82881,59046,58061,60581,82845,59886,85011,107953,86380,82873,38554,75750,59393,122250,47644,84809,46158,33815
